order_id,departed,delivery_time_cluster,delivery_time_for_average,area_name
575640,2023-04-10 17:22:30,<40 Minutes,38.44999998807907,Lugano
575642,2023-04-10 17:23:29,<40 Minutes,35.54999962449074,Lugano
575644,2023-04-10 17:35:31,Between 40 and 60 Minutes,49.116666465997696,Bellinzona
575645,2023-04-10 17:31:34,<40 Minutes,32.083333656191826,Mendrisio
575646,2023-04-10 17:30:43,<40 Minutes,27.21666656434536,Lugano
575647,2023-04-10 17:32:39,<40 Minutes,19.049999937415123,Lugano
575649,2023-04-10 17:40:14,>60 Minutes,64.7166670113802,Bellinzona
575650,2023-04-10 17:36:25,<40 Minutes,22.01666660606861,Lugano
575652,2023-04-10 17:40:36,<40 Minutes,29.66666668653488,Locarno
575653,2023-04-10 19:22:00,<40 Minutes,28.61666701734066,Lugano
575654,2023-04-10 18:50:31,<40 Minutes,24.816666170954704,Locarno
575656,2023-04-10 17:40:24,<40 Minutes,23.41666705906391,Bellinzona
575657,2023-04-10 17:44:22,<40 Minutes,35.48333331942558,Lugano
575658,2023-04-10 17:43:02,<40 Minutes,32.48333349823952,Lugano
575659,2023-04-10 17:50:02,<40 Minutes,39.25000034272671,Locarno
575660,2023-04-10 17:52:38,<40 Minutes,21.18333376944065,Lugano
575661,2023-04-10 18:35:45,<40 Minutes,23.649999797344208,Lugano
575663,2023-04-10 21:24:16,<40 Minutes,28.533333465456963,Bellinzona
575664,2023-04-10 17:47:09,<40 Minutes,32.933333069086075,Bellinzona
575665,2023-04-10 17:50:48,<40 Minutes,34.266666546463966,Lugano
575666,2023-04-10 18:03:54,<40 Minutes,28.56666661798954,Bellinzona
575667,2023-04-10 17:53:53,Between 40 and 60 Minutes,42.26666606962681,Lugano
575668,2023-04-10 18:46:37,>60 Minutes,68.98333333432674,Bellinzona
575670,2023-04-10 18:01:53,Between 40 and 60 Minutes,49.51666697859764,Lugano
575671,2023-04-10 18:13:54,<40 Minutes,39.46666717529297,Lugano
575672,2023-04-10 18:10:19,Between 40 and 60 Minutes,40.13333357870579,Locarno
575674,2023-04-10 18:36:54,<40 Minutes,34.88333389163017,Lugano
575675,2023-04-10 18:52:29,<40 Minutes,25.266666412353516,Lugano
575676,2023-04-10 17:59:12,Between 40 and 60 Minutes,53.78333330154419,Lugano
575677,2023-04-10 18:01:35,<40 Minutes,37.80000016093254,Lugano
575678,2023-04-10 18:04:02,<40 Minutes,39.166666120290756,Mendrisio
575679,2023-04-10 19:20:10,<40 Minutes,19.43333387374878,Lugano
575680,2023-04-10 17:59:45,<40 Minutes,29.26666684448719,Bellinzona
575682,2023-04-10 18:51:11,<40 Minutes,36.26666642725468,Lugano
575683,2023-04-10 18:46:55,<40 Minutes,33.03333319723606,Lugano
575684,2023-04-10 18:03:37,<40 Minutes,27.98333376646042,Lugano
575685,2023-04-10 18:11:49,<40 Minutes,39.0999998152256,Lugano
575686,2023-04-10 18:09:40,Between 40 and 60 Minutes,41.73333361744881,Lugano
575687,2023-04-10 18:11:12,<40 Minutes,24.48333330452442,Lugano
575688,2023-04-10 18:38:07,<40 Minutes,29.166666716337204,Lugano
575689,2023-04-10 18:31:40,<40 Minutes,30.40000006556511,Lugano
575690,2023-04-10 19:46:01,<40 Minutes,26.599999889731407,Lugano
575691,2023-04-10 18:16:05,<40 Minutes,20.766666680574417,Lugano
575693,2023-04-10 18:17:18,<40 Minutes,28.766666874289513,Lugano
575694,2023-04-10 18:22:15,<40 Minutes,31.616666838526726,Lugano
575695,2023-04-10 18:33:14,Between 40 and 60 Minutes,43.39999996125698,Lugano
575696,2023-04-10 18:20:11,<40 Minutes,23.816666901111603,Bellinzona
575697,2023-04-10 18:29:08,<40 Minutes,25.183332860469818,Bellinzona
575698,2023-04-10 18:43:25,<40 Minutes,37.40000031888485,Mendrisio
575700,2023-04-10 18:23:08,<40 Minutes,29.26666684448719,Lugano
575701,2023-04-10 18:24:47,<40 Minutes,24.633333832025528,Bellinzona
575704,2023-04-10 18:23:04,<40 Minutes,27.249999716877937,Lugano
575705,2023-04-10 18:36:25,Between 40 and 60 Minutes,42.49999947845936,Lugano
575706,2023-04-10 18:32:42,<40 Minutes,34.24999997019768,Bellinzona
575707,2023-04-10 18:56:36,<40 Minutes,21.049999818205833,Lugano
575708,2023-04-10 19:12:20,<40 Minutes,24.666666984558105,Lugano
575710,2023-04-10 18:51:31,Between 40 and 60 Minutes,48.31666678190231,Lugano
575711,2023-04-10 18:29:25,<40 Minutes,34.6000000834465,Locarno
575712,2023-04-10 19:11:53,<40 Minutes,34.48333337903023,Lugano
575713,2023-04-10 18:53:28,<40 Minutes,21.583333611488342,Lugano
575715,2023-04-10 18:30:06,<40 Minutes,29.716667085886,Lugano
575716,2023-04-10 18:53:08,<40 Minutes,21.733333468437195,Lugano
575717,2023-04-10 18:51:28,<40 Minutes,39.19999994337559,Lugano
575718,2023-04-10 18:54:24,<40 Minutes,21.733333468437195,Bellinzona
575719,2023-04-10 18:59:28,Between 40 and 60 Minutes,45.45000024139881,Lugano
575720,2023-04-10 18:53:55,<40 Minutes,25.300000235438347,Lugano
575721,2023-04-10 18:50:58,<40 Minutes,30.13333350419998,Lugano
575723,2023-04-10 18:44:12,<40 Minutes,33.366666063666344,Bellinzona
575725,2023-04-10 19:30:38,<40 Minutes,36.349999979138374,Lugano
575726,2023-04-10 18:53:49,Between 40 and 60 Minutes,47.80000023543835,Lugano
575727,2023-04-10 19:02:23,Between 40 and 60 Minutes,43.54999981820583,Lugano
575728,2023-04-10 19:30:48,<40 Minutes,27.616667076945305,Lugano
575729,2023-04-10 19:19:05,<40 Minutes,36.86666652560234,Lugano
575730,2023-04-10 19:17:54,<40 Minutes,17.816666588187218,Lugano
575732,2023-04-10 19:07:03,<40 Minutes,9.450000375509262,Bellinzona
575731,2023-04-10 19:17:59,<40 Minutes,28.483333066105843,Lugano
575735,2023-04-10 19:17:44,<40 Minutes,25.016666427254677,Bellinzona
575733,2023-04-10 18:50:05,Between 40 and 60 Minutes,47.133333161473274,Bellinzona
575734,2023-04-10 19:07:38,<40 Minutes,28.08333322405815,Lugano
575736,2023-04-10 20:05:59,<40 Minutes,22.0333331823349,Lugano
575737,2023-04-10 19:19:17,Between 40 and 60 Minutes,49.31666672229767,Lugano
575738,2023-04-10 19:21:01,<40 Minutes,24.450000151991844,Lugano
575740,2023-04-10 19:37:23,<40 Minutes,26.433333456516266,Bellinzona
575741,2023-04-10 19:46:31,<40 Minutes,24.133333191275597,Lugano
575742,2023-04-10 19:16:13,<40 Minutes,22.366666048765182,Bellinzona
575743,2023-04-10 19:18:05,<40 Minutes,29.549999982118607,Lugano
575744,2023-04-10 19:04:06,<40 Minutes,34.70000021159649,Locarno
575746,2023-04-10 19:15:23,Between 40 and 60 Minutes,44.94999960064888,Locarno
575748,2023-04-10 19:50:43,<40 Minutes,30.299999937415123,Lugano
575750,2023-04-10 18:57:07,Between 40 and 60 Minutes,51.13333359360695,Locarno
575754,2023-04-10 19:21:27,<40 Minutes,21.36666677892208,Lugano
575755,2023-04-10 19:43:01,<40 Minutes,30.066666528582573,Lugano
575756,2023-04-10 19:27:35,<40 Minutes,28.900000154972076,Lugano
575757,2023-04-10 19:37:03,<40 Minutes,21.36666677892208,Lugano
575758,2023-04-10 19:39:39,<40 Minutes,26.216666623950005,Lugano
575759,2023-04-10 19:45:32,<40 Minutes,27.049999460577965,Lugano
575760,2023-04-10 19:56:03,<40 Minutes,32.33333297073841,Lugano
575761,2023-04-10 19:45:00,<40 Minutes,7.983333617448807,Lugano
575762,2023-04-10 19:16:39,<40 Minutes,37.15000033378601,Bellinzona
575763,2023-04-10 19:35:49,<40 Minutes,26.616666465997696,Lugano
575766,2023-04-10 19:39:55,<40 Minutes,29.2500002682209,Lugano
575767,2023-04-10 19:55:40,Between 40 and 60 Minutes,54.66666653752327,Bellinzona
575768,2023-04-10 19:48:24,<40 Minutes,33.816666305065155,Locarno
575770,2023-04-10 20:09:15,<40 Minutes,27.91666679084301,Lugano
575771,2023-04-10 19:14:56,<40 Minutes,15.599999874830246,Lugano
575772,2023-04-10 19:41:34,<40 Minutes,18.016666173934937,Locarno
575773,2023-04-10 19:58:31,Between 40 and 60 Minutes,42.599999606609344,Lugano
575774,2023-04-10 19:35:51,<40 Minutes,18.816667199134827,Lugano
575775,2023-04-10 20:12:40,<40 Minutes,29.116666987538338,Lugano
575776,2023-04-10 21:08:38,<40 Minutes,34.23333339393139,Bellinzona
575777,2023-04-10 19:42:50,Between 40 and 60 Minutes,41.86666622757912,Bellinzona
575778,2023-04-10 20:02:36,<40 Minutes,25.516666397452354,Lugano
575779,2023-04-10 19:54:48,<40 Minutes,34.999999925494194,Lugano
575780,2023-04-10 19:42:54,<40 Minutes,23.88333387672901,Lugano
575781,2023-04-10 19:38:43,<40 Minutes,26.416666209697723,Bellinzona
575782,2023-04-10 20:07:05,<40 Minutes,29.066666588187218,Lugano
575785,2023-04-10 20:19:04,<40 Minutes,29.599999710917473,Lugano
575786,2023-04-10 19:46:35,<40 Minutes,26.49999976158142,Lugano
575787,2023-04-10 20:10:48,<40 Minutes,22.43333302438259,Lugano
575789,2023-04-10 19:58:28,<40 Minutes,32.01666668057442,Lugano
575790,2023-04-10 20:06:52,<40 Minutes,13.450000137090683,Lugano
575791,2023-04-10 19:22:11,<40 Minutes,30.98333291709423,Mendrisio
575792,2023-04-10 20:08:39,<40 Minutes,23.09999942779541,Lugano
575794,2023-04-10 19:59:38,<40 Minutes,20.68333312869072,Locarno
575796,2023-04-10 19:53:02,<40 Minutes,35.283333733677864,Lugano
575797,2023-04-10 20:10:01,<40 Minutes,22.66666643321514,Bellinzona
575798,2023-04-10 19:53:56,<40 Minutes,16.61666639149189,Bellinzona
575799,2023-04-10 20:24:47,<40 Minutes,26.183333471417427,Bellinzona
575800,2023-04-10 19:47:42,<40 Minutes,16.66666679084301,Lugano
575801,2023-04-10 20:13:46,<40 Minutes,23.999999910593033,Lugano
575803,2023-04-10 20:05:12,Between 40 and 60 Minutes,45.33333286643028,Bellinzona
575804,2023-04-10 20:31:51,<40 Minutes,21.166667193174362,Lugano
575806,2023-04-10 20:21:05,<40 Minutes,32.23333351314068,Lugano
575807,2023-04-10 20:00:23,<40 Minutes,30.049999952316284,Locarno
575809,2023-04-10 20:35:23,<40 Minutes,27.566666677594185,Lugano
575810,2023-04-10 20:20:26,<40 Minutes,22.833333536982536,Lugano
575812,2023-04-10 19:53:20,<40 Minutes,39.216666519641876,Mendrisio
575813,2023-04-10 20:28:11,<40 Minutes,35.28333306312561,Lugano
575814,2023-04-10 20:29:57,Between 40 and 60 Minutes,42.28333331644535,Lugano
575815,2023-04-10 20:10:41,<40 Minutes,32.45000034570694,Bellinzona
575816,2023-04-10 20:30:34,<40 Minutes,26.26666635274887,Lugano
575817,2023-04-10 19:56:49,<40 Minutes,38.400000259280205,Lugano
575818,2023-04-10 20:28:23,<40 Minutes,30.36666691303253,Lugano
575821,2023-04-10 20:56:14,<40 Minutes,29.44999985396862,Lugano
575822,2023-04-10 20:37:18,<40 Minutes,32.033333256840706,Lugano
575823,2023-04-10 20:41:13,<40 Minutes,31.68333314359188,Lugano
575824,2023-04-10 20:41:54,<40 Minutes,31.46666631102562,Lugano
575825,2023-04-10 20:28:07,<40 Minutes,34.1333332657814,Lugano
575826,2023-04-10 20:43:15,<40 Minutes,25.249999836087227,Bellinzona
575827,2023-04-10 20:53:25,Between 40 and 60 Minutes,41.949999779462814,Lugano
575828,2023-04-10 20:20:23,<40 Minutes,19.98333290219307,Locarno
575829,2023-04-10 20:38:12,<40 Minutes,21.96666620671749,Lugano
575830,2023-04-10 21:03:55,<40 Minutes,24.71666671335697,Lugano
575831,2023-04-10 20:22:23,<40 Minutes,35.35000003874302,Locarno
575833,2023-04-10 20:58:55,<40 Minutes,37.53333359956741,Lugano
575834,2023-04-10 20:36:14,<40 Minutes,27.599999830126762,Lugano
575835,2023-04-10 21:07:06,<40 Minutes,34.71666678786278,Lugano
575836,2023-04-10 21:25:08,<40 Minutes,31.04999989271164,Bellinzona
575837,2023-04-10 20:50:53,<40 Minutes,30.666666626930237,Bellinzona
575838,2023-04-10 20:33:20,<40 Minutes,32.01666668057442,Lugano
575840,2023-04-10 21:09:38,Between 40 and 60 Minutes,42.56666645407677,Lugano
575841,2023-04-10 20:43:22,<40 Minutes,21.60000018775463,Lugano
575843,2023-04-10 20:50:35,<40 Minutes,33.616666719317436,Bellinzona
575844,2023-04-10 21:12:22,<40 Minutes,38.749999701976776,Lugano
575846,2023-04-10 20:30:30,<40 Minutes,27.19999998807907,Locarno
575847,2023-04-10 20:40:25,<40 Minutes,34.73333336412907,Locarno
575848,2023-04-10 21:21:53,<40 Minutes,29.75000023841858,Bellinzona
575849,2023-04-10 21:03:48,<40 Minutes,27.300000116229057,Lugano
575850,2023-04-10 20:11:36,Between 40 and 60 Minutes,41.55000060796738,Lugano
575851,2023-04-10 20:57:48,<40 Minutes,23.233333379030228,Locarno
575852,2023-04-10 20:32:45,<40 Minutes,30.199999809265137,Bellinzona
575853,2023-04-10 21:05:41,<40 Minutes,11.25,Lugano
575854,2023-04-10 21:28:43,<40 Minutes,32.13333338499069,Lugano
575855,2023-04-10 21:03:06,<40 Minutes,23.516666516661644,Bellinzona
575856,2023-04-10 21:13:07,<40 Minutes,23.550000339746475,Lugano
575857,2023-04-10 20:57:48,<40 Minutes,25.983333215117455,Locarno
575858,2023-04-10 21:03:17,<40 Minutes,29.016666188836098,Lugano
575859,2023-04-10 21:02:26,<40 Minutes,33.21666620671749,Lugano
575860,2023-04-10 21:15:14,<40 Minutes,30.750000178813934,Locarno
575861,2023-04-10 21:25:46,<40 Minutes,18.350000381469727,Lugano
575862,2023-04-10 21:36:34,<40 Minutes,17.883332893252373,Lugano
575864,2023-04-10 21:13:29,<40 Minutes,33.383333310484886,Lugano
575865,2023-04-10 21:10:44,<40 Minutes,12.200000211596489,Lugano
575866,2023-04-10 21:32:28,<40 Minutes,21.483332812786102,Lugano
575867,2023-04-10 21:37:40,<40 Minutes,19.15000006556511,Lugano
575868,2023-04-10 21:27:39,<40 Minutes,25.84999993443489,Bellinzona
575870,2023-04-10 21:17:20,<40 Minutes,19.79999989271164,Lugano
575872,2023-04-10 21:44:55,<40 Minutes,31.733333542943,Bellinzona
575873,2023-04-10 21:46:02,<40 Minutes,25.4500000923872,Locarno
575874,2023-04-10 20:51:04,<40 Minutes,33.99999998509884,Bellinzona
575875,2023-04-10 21:23:50,<40 Minutes,26.683333441615105,Locarno
575876,2023-04-10 21:46:56,<40 Minutes,7.066666558384895,Lugano
575877,2023-04-10 21:21:58,<40 Minutes,39.683333337306976,Locarno
575878,2023-04-10 20:48:48,<40 Minutes,32.48333349823952,Lugano
575879,2023-04-10 21:56:23,Between 40 and 60 Minutes,47.98333324491978,Bellinzona
575880,2023-04-10 20:32:38,<40 Minutes,26.68333277106285,Mendrisio
575881,2023-04-10 21:35:54,<40 Minutes,20.71666695177555,Lugano
575882,2023-04-10 21:11:09,<40 Minutes,30.21666705608368,Lugano
575883,2023-04-10 21:31:14,<40 Minutes,35.19999951124191,Lugano
575885,2023-04-10 21:52:57,Between 40 and 60 Minutes,54.233333542943,Bellinzona
575886,2023-04-10 21:23:01,<40 Minutes,37.33333334326744,Lugano
575887,2023-04-10 22:01:41,<40 Minutes,30.15000008046627,Lugano
575888,2023-04-10 21:19:01,<40 Minutes,22.48333342373371,Lugano
575889,2023-04-10 21:21:24,Between 40 and 60 Minutes,40.099999755620956,Lugano
575890,2023-04-10 20:53:17,<40 Minutes,32.33333297073841,Lugano
575891,2023-04-10 21:51:19,Between 40 and 60 Minutes,45.5500003695488,Lugano
575893,2023-04-10 22:23:05,<40 Minutes,25.066666826605797,Lugano
575894,2023-04-10 21:03:24,<40 Minutes,20.23333288729191,Mendrisio
575895,2023-04-10 21:52:12,<40 Minutes,30.250000208616257,Bellinzona
575896,2023-04-10 21:25:43,<40 Minutes,25.583333373069763,Lugano
575897,2023-04-10 22:14:48,<40 Minutes,31.76666669547558,Lugano
575898,2023-04-10 21:56:55,<40 Minutes,29.216667115688324,Lugano
575899,2023-04-10 21:42:06,<40 Minutes,32.449999675154686,Lugano
575900,2023-04-10 22:00:35,<40 Minutes,24.516666457057,Lugano
575901,2023-04-10 22:00:55,<40 Minutes,35.26666648685932,Lugano
575903,2023-04-10 21:54:09,<40 Minutes,25.983333215117455,Lugano
575904,2023-04-10 22:11:08,<40 Minutes,24.900000393390656,Lugano
575905,2023-04-10 21:41:24,<40 Minutes,22.416666448116302,Lugano
575906,2023-04-10 21:40:09,<40 Minutes,32.71666623651981,Lugano
575907,2023-04-10 22:12:58,<40 Minutes,21.700000315904617,Lugano
575908,2023-04-10 21:54:32,<40 Minutes,16.483333110809326,Lugano
575909,2023-04-10 21:56:43,Between 40 and 60 Minutes,40.400000140070915,Lugano
575910,2023-04-10 22:13:56,<40 Minutes,25.61666652560234,Lugano
575911,2023-04-10 22:00:01,<40 Minutes,13.833333402872086,Bellinzona
575912,2023-04-10 21:54:07,<40 Minutes,30.416666641831398,Lugano
575913,2023-04-10 22:03:13,<40 Minutes,19.650000035762787,Lugano
575914,2023-04-10 22:04:50,<40 Minutes,23.36666665971279,Lugano
575915,2023-04-10 21:44:11,<40 Minutes,29.400000125169754,Lugano
575917,2023-04-10 21:35:30,<40 Minutes,27.633333653211594,Lugano
575919,2023-04-10 22:20:29,<40 Minutes,14.749999791383743,Lugano
575921,2023-04-10 22:27:41,<40 Minutes,27.866667062044144,Lugano
575924,2023-04-10 22:25:14,<40 Minutes,22.866666689515114,Lugano
575925,2023-04-10 22:24:38,<40 Minutes,36.516666412353516,Lugano
575926,2023-04-10 22:47:18,<40 Minutes,28.666666746139526,Bellinzona
575927,2023-04-10 21:41:41,<40 Minutes,26.433333456516266,Lugano
575928,2023-04-10 22:36:57,Between 40 and 60 Minutes,44.416666477918625,Lugano
575930,2023-04-10 22:44:28,Between 40 and 60 Minutes,46.899999752640724,Bellinzona
575931,2023-04-10 21:51:24,<40 Minutes,25.86666651070118,Lugano
575932,2023-04-10 21:50:41,<40 Minutes,29.44999985396862,Locarno
575934,2023-04-10 22:30:55,<40 Minutes,29.400000125169754,Lugano
575937,2023-04-10 22:08:12,<40 Minutes,22.599999457597733,Lugano
575939,2023-04-10 22:36:15,<40 Minutes,27.999999672174454,Lugano
575941,2023-04-10 22:17:22,<40 Minutes,24.766666442155838,Lugano
575942,2023-04-10 22:28:17,<40 Minutes,18.583333119750023,Lugano
575943,2023-04-11 10:06:15,Between 40 and 60 Minutes,41.1999998241663,Lugano
575944,2023-04-11 12:03:52,Between 40 and 60 Minutes,40.26666685938835,Lugano
575945,2023-04-11 11:52:01,<40 Minutes,23.966666758060455,Lugano
575946,2023-04-11 11:26:13,<40 Minutes,34.39999982714653,Lugano
575950,2023-04-11 11:38:13,<40 Minutes,37.30000019073486,Lugano
575951,2023-04-11 11:38:56,<40 Minutes,36.89999967813492,Lugano
575953,2023-04-11 11:00:35,<40 Minutes,39.15000021457672,Bellinzona
575956,2023-04-11 11:11:32,<40 Minutes,27.333333268761635,Lugano
575959,2023-04-11 11:08:28,<40 Minutes,36.96666665375233,Locarno
575960,2023-04-11 11:17:24,<40 Minutes,34.566666930913925,Lugano
575961,2023-04-11 11:39:48,<40 Minutes,38.01666632294655,Bellinzona
575962,2023-04-11 11:20:26,<40 Minutes,30.31666651368141,Mendrisio
575963,2023-04-11 11:28:28,<40 Minutes,31.250000149011612,Lugano
575964,2023-04-11 11:25:55,<40 Minutes,31.933333799242973,Lugano
575965,2023-04-11 11:25:31,Between 40 and 60 Minutes,40.84999971091747,Lugano
575966,2023-04-11 11:44:11,Between 40 and 60 Minutes,43.116666823625565,Lugano
575967,2023-04-11 12:06:30,<40 Minutes,31.86666615307331,Lugano
575968,2023-04-11 11:42:41,<40 Minutes,33.51666659116745,Lugano
575969,2023-04-11 11:48:43,Between 40 and 60 Minutes,41.01666681468487,Lugano
575970,2023-04-11 12:00:39,<40 Minutes,26.700000017881393,Lugano
575971,2023-04-11 11:59:49,<40 Minutes,22.799999713897705,Lugano
575972,2023-04-11 11:50:49,<40 Minutes,28.58333319425583,Mendrisio
575973,2023-04-11 12:17:57,<40 Minutes,30.183333232998848,Bellinzona
575974,2023-04-11 12:08:45,<40 Minutes,28.650000169873238,Locarno
575975,2023-04-11 12:21:59,<40 Minutes,27.816666662693024,Lugano
575976,2023-04-11 12:22:44,<40 Minutes,25.38333311676979,Lugano
575977,2023-04-11 12:27:32,<40 Minutes,18.799999952316284,Lugano
575978,2023-04-11 12:37:27,<40 Minutes,20.93333311378956,Locarno
575979,2023-04-11 12:27:27,<40 Minutes,34.23333339393139,Lugano
575980,2023-04-11 12:40:18,<40 Minutes,31.68333314359188,Lugano
575981,2023-04-11 12:58:30,<40 Minutes,33.050000444054604,Locarno
575982,2023-04-11 12:54:20,<40 Minutes,25.466666668653488,Lugano
575984,2023-04-11 13:31:37,<40 Minutes,27.75000035762787,Locarno
575985,2023-04-11 12:48:36,<40 Minutes,27.000000402331352,Lugano
575986,2023-04-11 12:49:55,<40 Minutes,33.633333295583725,Lugano
575987,2023-04-11 12:53:15,<40 Minutes,25.266666412353516,Lugano
575988,2023-04-11 13:10:00,<40 Minutes,37.38333374261856,Lugano
575989,2023-04-11 13:59:32,<40 Minutes,20.416666567325592,Locarno
575990,2023-04-11 13:09:36,<40 Minutes,16.116666421294212,Lugano
575991,2023-04-11 13:12:29,<40 Minutes,27.98333376646042,Lugano
575992,2023-04-11 13:15:42,<40 Minutes,31.016666740179062,Lugano
575994,2023-04-11 13:25:36,<40 Minutes,30.916666612029076,Mendrisio
